product_id,title,category,rating,review_count,price,description,review_text,category_source,text_features,popularity_score
books_30,the loner,"""books""",1.0,0.0,,,as expected,books,"the loner the loner the loner ""books"" books as expected",0.75
books_31,forming intentional disciples the path to knowing and following jesus,"""books""",1.0,0.0,,,this book inspired me not to nly looke at my own life but also how i minister to others in helping them to become disciples this examines the ways in which people progress in that relationship and practical steps that we can take along the way,books,"forming intentional disciples the path to knowing and following jesus forming intentional disciples the path to knowing and following jesus forming intentional disciples the path to knowing and following jesus ""books"" books this book inspired me not to nly looke at my own life but also how i minister to others in helping them to become disciples this examines the ways in which people progress in that relationship and pra",0.75
books_32,woe is i jr the younger grammarphobe s guide to better english in plainenglish,"""books""",1.0,0.0,,,excellent,books,"woe is i jr the younger grammarphobe s guide to better english in plainenglish woe is i jr the younger grammarphobe s guide to better english in plainenglish woe is i jr the younger grammarphobe s guide to better english in plainenglish ""books"" books excellent",0.75
books_33,fight club a novel,"""books""",0.0,0.0,,,based on the fact that there s a movie and lots of hype i expected a bit more from this book at the very least as a satire it offers few insights or thought provoking ideas the plot was pretty flat and forgettable i normally love satires of this sort and was sorely disappointed it seemed to focus too much on technical non vital information didn t care for the exploration of soap making or the guy putting disgusting stuff into food these parts weren t entertaining at all just felt like filler,books,"fight club a novel fight club a novel fight club a novel ""books"" books based on the fact that there s a movie and lots of hype i expected a bit more from this book at the very least as a satire it offers few insights or thought provoking ideas the plot was pretty flat an",0.25
books_34,the new reaction,"""books""",0.0,0.0,,,fortunately i read this for free via amazon s kindle program absolute garbage soft right mpd feminist trash only good for losers from the right who can t otherwise get female attention accept by dealing with the worst of bottom feeders by far the biggest piece of garbage arktos generally a good press has published anyone who pays 14 for 66 pages of this nonsense and is happy about it should take a long hard look at the lives,books,"the new reaction the new reaction the new reaction ""books"" books fortunately i read this for free via amazon s kindle program absolute garbage soft right mpd feminist trash only good for losers from the right who can t otherwise get female attention accept by deali",0.25
books_35,the outsider,"""books""",1.0,0.0,,,had seen the movie and just had to read the book impressed with this author loved the book,books,"the outsider the outsider the outsider ""books"" books had seen the movie and just had to read the book impressed with this author loved the book",0.75
books_36,the ender quartet boxed set ender s game speaker for the dead xenocide children of the mind the ender quintet,"""books""",1.0,0.0,,,thank you,books,"the ender quartet boxed set ender s game speaker for the dead xenocide children of the mind the ender quintet the ender quartet boxed set ender s game speaker for the dead xenocide children of the mind the ender quintet the ender quartet boxed set ender s game speaker for the dead xenocide children of the mind the ender quintet ""books"" books thank you",0.75
books_37,the game kirsten backhard kirstehn backhard volume 1,"""books""",1.0,0.0,,,i loved this book it made me laugh and cry i couldn t put it down and can t wait for playing the game,books,"the game kirsten backhard kirstehn backhard volume 1 the game kirsten backhard kirstehn backhard volume 1 the game kirsten backhard kirstehn backhard volume 1 ""books"" books i loved this book it made me laugh and cry i couldn t put it down and can t wait for playing the game",0.75
books_38,standard catalog of smith wesson,"""books""",1.0,0.0,,,a must have for the s w collector,books,"standard catalog of smith wesson standard catalog of smith wesson standard catalog of smith wesson ""books"" books a must have for the s w collector",0.75
books_39,a woman of boston,"""books""",1.0,0.0,,,order as stated thank you,books,"a woman of boston a woman of boston a woman of boston ""books"" books order as stated thank you",0.75
books_40,secret new york an unusual guide local guides by local people,"""books""",1.0,0.0,,,this was a great graduation gift for young relative embarking on nyc career after leaving his midwestern university even if he is more likely to use phone based information this will be great for his out of town visitors to use while he is at work,books,"secret new york an unusual guide local guides by local people secret new york an unusual guide local guides by local people secret new york an unusual guide local guides by local people ""books"" books this was a great graduation gift for young relative embarking on nyc career after leaving his midwestern university even if he is more likely to use phone based information this will be great for his ",0.75
books_41,the big fat surprise why butter meat and cheese belong in a healthy diet,"""books""",1.0,0.0,,,exceptionally well written and researched review easy to read that should be an eye opener for any one interested in nutrition and the politicalization of our health,books,"the big fat surprise why butter meat and cheese belong in a healthy diet the big fat surprise why butter meat and cheese belong in a healthy diet the big fat surprise why butter meat and cheese belong in a healthy diet ""books"" books exceptionally well written and researched review easy to read that should be an eye opener for any one interested in nutrition and the politicalization of our health",0.75
books_42,windows 10 fast start a quick start guide for windows 10,"""books""",0.0,0.0,,,book may be ok if you are not familiar with windows 7 windows 10 seems to be a hopped up version of windows 7 therefore this book does not go into the depth i wanted for window 10 if you are very familiar with windows 7 this book is of little help for window 10 differences between it and windows 7,books,"windows 10 fast start a quick start guide for windows 10 windows 10 fast start a quick start guide for windows 10 windows 10 fast start a quick start guide for windows 10 ""books"" books book may be ok if you are not familiar with windows 7 windows 10 seems to be a hopped up version of windows 7 therefore this book does not go into the depth i wanted for window 10 if you are very fami",0.25
books_43,the explosive child a new approach for understanding and parenting easily frustrated chronically inflexible children,"""books""",1.0,0.0,,,good book with real life examples,books,"the explosive child a new approach for understanding and parenting easily frustrated chronically inflexible children the explosive child a new approach for understanding and parenting easily frustrated chronically inflexible children the explosive child a new approach for understanding and parenting easily frustrated chronically inflexible children ""books"" books good book with real life examples",0.75
books_44,brooks cole empowerment series essential research methods for social work sw 385r social work research methods,"""books""",1.0,0.0,,,good,books,"brooks cole empowerment series essential research methods for social work sw 385r social work research methods brooks cole empowerment series essential research methods for social work sw 385r social work research methods brooks cole empowerment series essential research methods for social work sw 385r social work research methods ""books"" books good",0.75
books_45,the baby grand a true mother s day love story,"""books""",0.0,0.0,,,unfortunately i didn t realize what i was buying when i ordered this item i m a huge fan of richard paul evens so i didn t give the order much thought however i d like for other customers to be aware that this essay is barely 17 heavily spaced pages in length the publishers really tried to stretch it out with what appears to be triple spacing it s a rip off i don t care how much i respect mr evens i believe this little bit of a story should not have been published alone but should have been included in a collection of short pieces,books,"the baby grand a true mother s day love story the baby grand a true mother s day love story the baby grand a true mother s day love story ""books"" books unfortunately i didn t realize what i was buying when i ordered this item i m a huge fan of richard paul evens so i didn t give the order much thought however i d like for other customers to be aware ",0.25
books_46,exploring psychology in modules loose leaf,"""books""",0.0,0.0,,,zero stars if i could i received the wrong book,books,"exploring psychology in modules loose leaf exploring psychology in modules loose leaf exploring psychology in modules loose leaf ""books"" books zero stars if i could i received the wrong book",0.25
books_47,approaching eye level,"""books""",1.0,0.0,,,good value great reading from an honest writer,books,"approaching eye level approaching eye level approaching eye level ""books"" books good value great reading from an honest writer",0.75
books_48,oxford preparation course for the toefl ibt exam a skills based communicative approach student book,"""books""",1.0,0.0,,,good,books,"oxford preparation course for the toefl ibt exam a skills based communicative approach student book oxford preparation course for the toefl ibt exam a skills based communicative approach student book oxford preparation course for the toefl ibt exam a skills based communicative approach student book ""books"" books good",0.75
books_49,the little cedar tree volume 1,"""books""",1.0,0.0,,,my children love this book they read it almost every night and always have interesting thoughts and questions afterwards,books,"the little cedar tree volume 1 the little cedar tree volume 1 the little cedar tree volume 1 ""books"" books my children love this book they read it almost every night and always have interesting thoughts and questions afterwards",0.75
books_50,rocks and fossils a visual guide visual guides,"""books""",1.0,0.0,,,great,books,"rocks and fossils a visual guide visual guides rocks and fossils a visual guide visual guides rocks and fossils a visual guide visual guides ""books"" books great",0.75
books_51,from this day forward wedding guest book,"""books""",1.0,0.0,,,great quality i like the fact that it is small so it will be easy to save store after our wedding day i can t wait to use it,books,"from this day forward wedding guest book from this day forward wedding guest book from this day forward wedding guest book ""books"" books great quality i like the fact that it is small so it will be easy to save store after our wedding day i can t wait to use it",0.75
books_52,serve to win the 14 day gluten free plan for physical and mental excellence,"""books""",0.0,0.0,,,a lot easier to just google elisa test or find some gluten free recipes than to listed to a globe trotting gazillionaire talk about his tough life of personal chefs trainers nutritionists and whomever else he pays to make sure he has to never lift a finger seriously he literally tries to relate his lifestyle to the readers as though he s not living in a fantasy world just find a doctor take the elisa test and see what the results are for your body then go from there,books,"serve to win the 14 day gluten free plan for physical and mental excellence serve to win the 14 day gluten free plan for physical and mental excellence serve to win the 14 day gluten free plan for physical and mental excellence ""books"" books a lot easier to just google elisa test or find some gluten free recipes than to listed to a globe trotting gazillionaire talk about his tough life of personal chefs trainers nutritionists and whomever",0.25
books_53,inner peace self realization fellowship,"""books""",1.0,0.0,,,excellent source of spiritually based insight i have given as a gift to several people of different backgrounds all of the appreciate the informaripn,books,"inner peace self realization fellowship inner peace self realization fellowship inner peace self realization fellowship ""books"" books excellent source of spiritually based insight i have given as a gift to several people of different backgrounds all of the appreciate the informaripn",0.75
books_54,as the crow flies,"""books""",1.0,0.0,,,this is one of my favorite jeffrey archer books so i bought it for a friend what a really unique story,books,"as the crow flies as the crow flies as the crow flies ""books"" books this is one of my favorite jeffrey archer books so i bought it for a friend what a really unique story",0.75
books_55,le freak an upside down story of family disco and destiny,"""books""",1.0,0.0,,,what a great autobiography this book gave me a new insight to an era in pop music history it is history i now have the greatest utmost respect for nile rogers anyone who wants to know the the 70 s music genre must include this in their studies,books,"le freak an upside down story of family disco and destiny le freak an upside down story of family disco and destiny le freak an upside down story of family disco and destiny ""books"" books what a great autobiography this book gave me a new insight to an era in pop music history it is history i now have the greatest utmost respect for nile rogers anyone who wants to know the the 70 s mus",0.75
books_56,estelle an inspiring love story an amazing story of persistent love and the prayers that produced a great spiritual awakening,"""books""",1.0,0.0,,,great book good value prompt delivery,books,"estelle an inspiring love story an amazing story of persistent love and the prayers that produced a great spiritual awakening estelle an inspiring love story an amazing story of persistent love and the prayers that produced a great spiritual awakening estelle an inspiring love story an amazing story of persistent love and the prayers that produced a great spiritual awakening ""books"" books great book good value prompt delivery",0.75
books_57,rodeo rescuer wrangler s corner,"""books""",1.0,0.0,,,lots of great suspense action fear and terror in the story that also includes a surprising conclusion there are not many authors who can still pull a surprise at the end for me when it comes to the crime and when it happens i absolutely love it this story has a perfect balance of suspense and romance suspense full of twists that keeps the intensity level high through the story seth and tonya both have some serious issues to be dealt with seth s ex girlfriend walked out on him when he was injured leaving him with disillusion and a broken heart tonya don t only have a stalker ex boyfriend who had been in prison for trying to kill her before her other boyfriend had died in a bullfighting accident so the road ahead of them wasn t easy but the attraction they feel for each other is strong and the connection they have go deeper than an attraction they have respect protectiveness and kindness towards each other they have lots of things in common and they work together as a seamless team both of them are strong and independent and i loved them together it was so natural the affection between them genuine and it was sweet how they took care of each other great charming and likable characters loving families romance that makes you smile and a string of crimes and mysteries all presented in a solid plot to entertain and touch your heart four spoons with a teaspoon on the side,books,"rodeo rescuer wrangler s corner rodeo rescuer wrangler s corner rodeo rescuer wrangler s corner ""books"" books lots of great suspense action fear and terror in the story that also includes a surprising conclusion there are not many authors who can still pull a surprise at the end for me when it comes to the cr",0.75
books_58,bonsai 101 essential tips,"""books""",1.0,0.0,,,very informative book so informative that i think the only bonsai i will be admiring in my home is one bought at the flower shop i learned that this is as much a commitment as getting a pet i did pull up a pine sapling in my yard and will try to start a bonsai following the simple to under stand directions in this great little book you will not be disappointed and you will learn that about any plant can be trained to be a bonsai,books,"bonsai 101 essential tips bonsai 101 essential tips bonsai 101 essential tips ""books"" books very informative book so informative that i think the only bonsai i will be admiring in my home is one bought at the flower shop i learned that this is as much a commitment as getting a pet i did pull",0.75
books_59,to mormons with love,"""books""",0.0,0.0,,,the book covers some of the general things that happen in utah but i was disappointed in the lack of specifics and the post modern view this woman has,books,"to mormons with love to mormons with love to mormons with love ""books"" books the book covers some of the general things that happen in utah but i was disappointed in the lack of specifics and the post modern view this woman has",0.25
books_60,rising tide sirens book 1 volume 1,"""books""",1.0,0.0,,,i bought this for my teen daughter because she expressed interest in finding a book about sirens i decided to give it a go myself and am so glad i did i highly recommend,books,"rising tide sirens book 1 volume 1 rising tide sirens book 1 volume 1 rising tide sirens book 1 volume 1 ""books"" books i bought this for my teen daughter because she expressed interest in finding a book about sirens i decided to give it a go myself and am so glad i did i highly recommend",0.75
books_61,earth medicine ancestor s ways of harmony for many moons,"""books""",1.0,0.0,,,lots of interesting information,books,"earth medicine ancestor s ways of harmony for many moons earth medicine ancestor s ways of harmony for many moons earth medicine ancestor s ways of harmony for many moons ""books"" books lots of interesting information",0.75
books_62,javascript and jquery interactive front end web development,"""books""",1.0,0.0,,,the content of the book is very good i would have given it 5 stars if the binding didn t break and pages falling out 3 months after i got it i ve bought quite a few tech books and this by far is the cheapest put together,books,"javascript and jquery interactive front end web development javascript and jquery interactive front end web development javascript and jquery interactive front end web development ""books"" books the content of the book is very good i would have given it 5 stars if the binding didn t break and pages falling out 3 months after i got it i ve bought quite a few tech books and this by far is the c",0.75
books_63,country music hall of fame and museum volume 8 photos stories and 27 songs,"""books""",1.0,0.0,,,not as famous as hoped for supplier met all advertising and deserves 5 stars for service item contains some music deserving hall of fame status but is spread over multiple pages many at the price i cut out the music i want scan it into a software program to transform it to fake book format and trash the original used book status makes the process affordable,books,"country music hall of fame and museum volume 8 photos stories and 27 songs country music hall of fame and museum volume 8 photos stories and 27 songs country music hall of fame and museum volume 8 photos stories and 27 songs ""books"" books not as famous as hoped for supplier met all advertising and deserves 5 stars for service item contains some music deserving hall of fame status but is spread over multiple pages many at the price i cu",0.75
books_64,the princes of ireland the dublin saga,"""books""",1.0,0.0,,,this held my attention and was informative as well as entertaining,books,"the princes of ireland the dublin saga the princes of ireland the dublin saga the princes of ireland the dublin saga ""books"" books this held my attention and was informative as well as entertaining",0.75
books_65,making the case how to be your own best advocate,"""books""",0.0,0.0,,,i ve admired kimberly guilfoyle for many years pre fox news this book was not the advice i was expecting from her really how and when to use a debit or credit card making friends at work i m assuming her target reader is a high school student i have the utmost respect for kimberly but this book is disappointing,books,"making the case how to be your own best advocate making the case how to be your own best advocate making the case how to be your own best advocate ""books"" books i ve admired kimberly guilfoyle for many years pre fox news this book was not the advice i was expecting from her really how and when to use a debit or credit card making friends at work i m assuming ",0.25
books_66,the haunting of hill house penguin classics,"""books""",0.0,0.0,,,first off i have no idea who is writing the 5 star reviews on this dreck they are either part of the publisher s marketing department fanboys of the author haven t actually read it or are sleeping with the writer the main character starts off as an annoying immature self centered little bore and rides that wave all the way through the book most of her background story seemed irrelevant only occupying the pages for the author to pack additional thickness into the book s spine there was so little development of the actual house itself or analysis of any of the events by the doctor leading the research study that it was laughable the whole story seemed so rehashed of other haunted house works that it screamed 34 been there done that 34 spoiler alert not that it matters hopefully you won t waste your time anyway the only enjoyable part was the main character committing suicide on the second to last page of the book if it had happened in the first chapter maybe it would have developed into something marginally palatable bottom line if you were unfortunate enough to have bought this cut off the spine and use it to line your rabbit s cage,books,"the haunting of hill house penguin classics the haunting of hill house penguin classics the haunting of hill house penguin classics ""books"" books first off i have no idea who is writing the 5 star reviews on this dreck they are either part of the publisher s marketing department fanboys of the author haven t actually read it or are sleeping wit",0.25
books_67,the president and the apprentice eisenhower and nixon 1952 1961,"""books""",0.0,0.0,,,was a gift who said it was ok,books,"the president and the apprentice eisenhower and nixon 1952 1961 the president and the apprentice eisenhower and nixon 1952 1961 the president and the apprentice eisenhower and nixon 1952 1961 ""books"" books was a gift who said it was ok",0.25
books_68,the oregon bigfoot highway,"""books""",1.0,0.0,,,few books on this subject capture a landscape and its history so well the friendly tone comes off as one long campfire story but the information is packed with helpful tips on safely navigating oregon forest roads wilderness survival and scouting for evidence of the elusive sasquatch a good source reference spanning decades of quality field work this one deserves a permanent home in your library the book includes informative summary tables and gps coordinates so the casual tourist or experienced enthusiast can join the journey whether you do so on google earth or on foot you will learn something from the authors and those who collaborated with them over the years,books,"the oregon bigfoot highway the oregon bigfoot highway the oregon bigfoot highway ""books"" books few books on this subject capture a landscape and its history so well the friendly tone comes off as one long campfire story but the information is packed with helpful tips on safely navigating oregon",0.75
books_69,the queen of fire and the king of ice,"""books""",1.0,0.0,,,as a clinical psychologist a mom of three and the author of how to talk to your kids about your divorce i highly recommend that parents purchase this book for their children when they are separated or divorced this story shows that divorce happens when two people are too different to make a marriage work without blame or fault it is told as a parable that will appeal to small kids the queen and the king just cannot live in the same home because they are too different although at first they didn t realize that this was the case this is a reassuring story that focuses on the love that both parents maintain for their child despite divorcing and living separately five stars,books,"the queen of fire and the king of ice the queen of fire and the king of ice the queen of fire and the king of ice ""books"" books as a clinical psychologist a mom of three and the author of how to talk to your kids about your divorce i highly recommend that parents purchase this book for their children when they are separated or",0.75
books_70,against their odds,"""books""",1.0,0.0,,,as someone who knows jaynie s journey against their odds demonstrates how the right environment and determination can be a greater healer than some areas of medicine are currently capable jeff edgecombe,books,"against their odds against their odds against their odds ""books"" books as someone who knows jaynie s journey against their odds demonstrates how the right environment and determination can be a greater healer than some areas of medicine are currently capable jeff edgecom",0.75
books_71,brain quest workbook kindergarten,"""books""",1.0,0.0,,,this is good for my 4 year old but not challenging enough,books,"brain quest workbook kindergarten brain quest workbook kindergarten brain quest workbook kindergarten ""books"" books this is good for my 4 year old but not challenging enough",0.75
books_72,daily tortilla authentic mexican recipes,"""books""",1.0,0.0,,,authentic mexican recipes with easy directions food preparations and wonderful food that will bring the family to the table i love how the chef has cross referenced recipes throughout the book gave serving suggestions and specified how to use alternate ingredients to vary the kick a picture is worth a thousand words and you know how the recipe is supposed to look when it is done well done ricardo you knocked it out of the ball park with this one,books,"daily tortilla authentic mexican recipes daily tortilla authentic mexican recipes daily tortilla authentic mexican recipes ""books"" books authentic mexican recipes with easy directions food preparations and wonderful food that will bring the family to the table i love how the chef has cross referenced recipes throughout the book gave se",0.75
books_73,beginning android development create your own android apps today,"""books""",0.0,0.0,,,some really strange editorial issues in the first few pages make you wonder if the publisher read it,books,"beginning android development create your own android apps today beginning android development create your own android apps today beginning android development create your own android apps today ""books"" books some really strange editorial issues in the first few pages make you wonder if the publisher read it",0.25
